"Category","Order Date","Segment","Number of Records","Sales Target","Column6","Updated_Order_Date"
Furniture,"10/27/14",Consumer,1,"363.987","","2014-27-10"
Office Supplies,"10/27/14",Consumer,1,"269.08816","","2014-27-10"
Office Supplies,"10/27/14",Corporate,1,"75.73734","","2014-27-10"
Office Supplies,"10/27/14",Home Office,1,"47.82976","","2014-27-10"
Technology,"10/27/14",Consumer,1,"152.504","","2014-27-10"
Technology,"10/27/14",Corporate,1,"65.84994","","2014-27-10"
Furniture,"10/28/14",Corporate,1,"649.22967","","2014-28-10"
Office Supplies,"10/28/14",Corporate,1,"99.78285","","2014-28-10"
Office Supplies,"10/28/14",Home Office,1,"54.432","","2014-28-10"
Technology,"10/28/14",Corporate,1,"161.088","","2014-28-10"
Technology,"10/28/14",Home Office,1,"23.37824","","2014-28-10"
Furniture,"10/29/14",Consumer,1,"67.81824","","2014-29-10"
Office Supplies,"10/29/14",Consumer,1,"239.59654","","2014-29-10"
Office Supplies,"10/29/14",Corporate,1,"50.8588","","2014-29-10"
Technology,"10/29/14",Consumer,1,"54.69184","","2014-29-10"
Office Supplies,"10/30/14",Corporate,1,"43.6728","","2014-30-10"
Furniture,"10/31/14",Consumer,1,"1,119.78","","2014-31-10"
Furniture,"10/31/14",Corporate,1,"10.122","","2014-31-10"
Furniture,"10/31/14",Home Office,1,"33.2612","","2014-31-10"
Office Supplies,"10/31/14",Consumer,1,"2,060.15","","2014-31-10"
Office Supplies,"10/31/14",Home Office,1,"162.488","","2014-31-10"
Technology,"10/31/14",Consumer,1,"502.248","","2014-31-10"
Office Supplies,"11/1/14",Corporate,1,"8.9208","","2014-01-11"
Office Supplies,"11/1/14",Home Office,1,"4.61824","","2014-01-11"
Technology,"11/1/14",Corporate,1,"498.59264","","2014-01-11"
Furniture,"11/2/14",Consumer,1,"2,319.09","","2014-02-11"
Office Supplies,"11/2/14",Consumer,1,"232.7871","","2014-02-11"
Furniture,"11/3/14",Corporate,1,"891.10112","","2014-03-11"
Furniture,"11/3/14",Home Office,1,"167.76456","","2014-03-11"
Office Supplies,"11/3/14",Consumer,1,"314.7484","","2014-03-11"
Office Supplies,"11/3/14",Corporate,1,"524.6361","","2014-03-11"
Office Supplies,"11/3/14",Home Office,1,"975.12132","","2014-03-11"
Technology,"11/3/14",Corporate,1,"3,264.57","","2014-03-11"
Furniture,"11/4/14",Consumer,1,"506.62848","","2014-04-11"
Furniture,"11/4/14",Corporate,1,"348.97824","","2014-04-11"
Furniture,"11/4/14",Home Office,1,"1,723.38","","2014-04-11"
Office Supplies,"11/4/14",Consumer,1,"208.37817","","2014-04-11"
Office Supplies,"11/4/14",Corporate,1,"189.13728","","2014-04-11"
Technology,"11/4/14",Consumer,1,"1,023.37","","2014-04-11"
Technology,"11/4/14",Corporate,1,"357.76224","","2014-04-11"
Technology,"11/4/14",Home Office,1,"171.785","","2014-04-11"
Furniture,"11/5/14",Corporate,1,"450.43704","","2014-05-11"
Office Supplies,"11/5/14",Consumer,1,"8.40708","","2014-05-11"
Office Supplies,"11/5/14",Corporate,1,"390.73536","","2014-05-11"
Office Supplies,"11/5/14",Home Office,1,"111.76272","","2014-05-11"
Technology,"11/5/14",Consumer,1,"263.8944","","2014-05-11"
Technology,"11/5/14",Corporate,1,"9,902.19","","2014-05-11"
Furniture,"11/6/14",Consumer,1,"423.74568","","2014-06-11"
Office Supplies,"11/6/14",Consumer,1,"564.96572","","2014-06-11"
Office Supplies,"11/6/14",Corporate,1,"17.3124","","2014-06-11"
Office Supplies,"11/6/14",Home Office,1,"204.1275","","2014-06-11"
Technology,"11/6/14",Consumer,1,"461.2862","","2014-06-11"
Technology,"11/6/14",Corporate,1,"626.64768","","2014-06-11"
Furniture,"11/7/14",Consumer,1,"177.38994","","2014-07-11"
Furniture,"11/7/14",Home Office,1,"2,561.02","","2014-07-11"
Office Supplies,"11/7/14",Consumer,1,"1,246.69","","2014-07-11"
Office Supplies,"11/7/14",Corporate,1,"5.4332","","2014-07-11"
Office Supplies,"11/7/14",Home Office,1,"267.97522","","2014-07-11"
Technology,"11/7/14",Home Office,1,"130.9464","","2014-07-11"
Furniture,"11/8/14",Consumer,1,"367.8696","","2014-08-11"
Furniture,"11/8/14",Corporate,1,"300.267","","2014-08-11"
Office Supplies,"11/8/14",Consumer,1,"172.15444","","2014-08-11"
Technology,"11/8/14",Consumer,1,"743.038","","2014-08-11"
Technology,"11/8/14",Home Office,1,"739.3626","","2014-08-11"
Furniture,"11/9/14",Corporate,1,"244.038","","2014-09-11"
Office Supplies,"11/9/14",Home Office,1,"105.504","","2014-09-11"
Furniture,"11/10/14",Consumer,1,"40.9944","","2014-10-11"
Furniture,"11/10/14",Corporate,1,"628.4628","","2014-10-11"
Furniture,"11/10/14",Home Office,1,"91.7035","","2014-10-11"
Office Supplies,"11/10/14",Corporate,1,"2,408.27","","2014-10-11"
Technology,"11/10/14",Corporate,1,"982.2066","","2014-10-11"
Technology,"11/10/14",Home Office,1,"691.144","","2014-10-11"
Furniture,"11/11/14",Corporate,1,"1,327.97","","2014-11-11"
Furniture,"11/11/14",Home Office,1,"210.03888","","2014-11-11"
Office Supplies,"11/11/14",Consumer,1,"468.25528","","2014-11-11"
Office Supplies,"11/11/14",Corporate,1,"956.07936","","2014-11-11"
Office Supplies,"11/11/14",Home Office,1,"20.0928","","2014-11-11"
Technology,"11/11/14",Consumer,1,"107.3184","","2014-11-11"
Technology,"11/11/14",Corporate,1,"1,016.83","","2014-11-11"
Furniture,"11/12/14",Consumer,1,"76.4712","","2014-12-11"
Furniture,"11/12/14",Home Office,1,"35.6184","","2014-12-11"
Office Supplies,"11/12/14",Consumer,1,"431.90872","","2014-12-11"
Office Supplies,"11/12/14",Corporate,1,"995.9832","","2014-12-11"
Office Supplies,"11/12/14",Home Office,1,"24.60288","","2014-12-11"
Technology,"11/12/14",Consumer,1,"30.96192","","2014-12-11"
Furniture,"11/13/14",Home Office,1,"272.83136","","2014-13-11"
Office Supplies,"11/13/14",Consumer,1,"1,120.93","","2014-13-11"
Office Supplies,"11/13/14",Corporate,1,"53.39776","","2014-13-11"
Office Supplies,"11/13/14",Home Office,1,"139.54032","","2014-13-11"
Technology,"11/13/14",Corporate,1,"415.54376","","2014-13-11"
Technology,"11/13/14",Home Office,1,"800.9088","","2014-13-11"
Furniture,"11/14/14",Consumer,1,"2,140.19","","2014-14-11"
Furniture,"11/14/14",Corporate,1,"321.244788","","2014-14-11"
Office Supplies,"11/14/14",Consumer,1,"1,592.46","","2014-14-11"
Office Supplies,"11/14/14",Corporate,1,"68.63128","","2014-14-11"
Office Supplies,"11/14/14",Home Office,1,"215.73","","2014-14-11"
Technology,"11/14/14",Consumer,1,"369.0109","","2014-14-11"
Technology,"11/14/14",Corporate,1,"1,276.42","","2014-14-11"
Technology,"11/14/14",Home Office,1,"154.1224","","2014-14-11"
Furniture,"11/15/14",Corporate,1,"273.3328","","2014-15-11"
Office Supplies,"11/15/14",Consumer,1,"112.42242","","2014-15-11"
Office Supplies,"11/15/14",Corporate,1,"104.0688","","2014-15-11"
Office Supplies,"11/15/14",Home Office,1,"15.8912","","2014-15-11"
Technology,"11/15/14",Consumer,1,"259.1028","","2014-15-11"
Furniture,"11/16/14",Consumer,1,"553.608","","2014-16-11"
Furniture,"11/17/14",Consumer,1,"309.8613","","2014-17-11"
Office Supplies,"11/17/14",Consumer,1,"1,024.82","","2014-17-11"
Office Supplies,"11/17/14",Corporate,1,"91.70304","","2014-17-11"
Office Supplies,"11/17/14",Home Office,1,"20.0896","","2014-17-11"
Technology,"11/17/14",Consumer,1,"218.7072","","2014-17-11"
Technology,"11/17/14",Corporate,1,"2,545.53","","2014-17-11"
Technology,"11/17/14",Home Office,1,"56.1108","","2014-17-11"
Furniture,"11/18/14",Consumer,1,"515.4928","","2014-18-11"
Office Supplies,"11/18/14",Consumer,1,"388.841","","2014-18-11"
Office Supplies,"11/18/14",Corporate,1,"1,413.84","","2014-18-11"
Technology,"11/18/14",Consumer,1,"9,942.27","","2014-18-11"
Technology,"11/18/14",Corporate,1,"294.6727","","2014-18-11"
Furniture,"11/19/14",Consumer,1,"131.20758","","2014-19-11"
Furniture,"11/19/14",Corporate,1,"5.9946","","2014-19-11"
Furniture,"11/19/14",Home Office,1,"17.9816","","2014-19-11"
Office Supplies,"11/19/14",Consumer,1,"322.949","","2014-19-11"
Office Supplies,"11/19/14",Corporate,1,"707.4986","","2014-19-11"
Technology,"11/19/14",Consumer,1,"219.9182","","2014-19-11"
Furniture,"11/20/14",Consumer,1,"1,334.79","","2014-20-11"
Furniture,"11/20/14",Corporate,1,"880.14808","","2014-20-11"
Furniture,"11/20/14",Home Office,1,"81.57348","","2014-20-11"
Office Supplies,"11/20/14",Consumer,1,"1,781.46","","2014-20-11"
Office Supplies,"11/20/14",Corporate,1,"2,323.46","","2014-20-11"
Office Supplies,"11/20/14",Home Office,1,"111.91752","","2014-20-11"
Technology,"11/20/14",Consumer,1,"31.00896","","2014-20-11"
Furniture,"11/21/14",Consumer,1,"738.12704","","2014-21-11"
Furniture,"11/21/14",Corporate,1,"48.4215","","2014-21-11"
Furniture,"11/21/14",Home Office,1,"29.2348","","2014-21-11"
Office Supplies,"11/21/14",Consumer,1,"277.22682","","2014-21-11"
Technology,"11/21/14",Consumer,1,"1,159.17","","2014-21-11"
Technology,"11/21/14",Corporate,1,"532.8528","","2014-21-11"
Furniture,"11/22/14",Consumer,1,"92.496","","2014-22-11"
Office Supplies,"11/22/14",Consumer,1,"257.89552","","2014-22-11"
Office Supplies,"11/22/14",Corporate,1,"57.7456","","2014-22-11"
Office Supplies,"11/22/14",Home Office,1,"74.9744","","2014-22-11"
Technology,"11/22/14",Consumer,1,"1,160.88","","2014-22-11"
Technology,"11/22/14",Home Office,1,"600.57816","","2014-22-11"
Office Supplies,"11/23/14",Consumer,1,"34.28352","","2014-23-11"
Furniture,"11/24/14",Consumer,1,"31.42736","","2014-24-11"
Furniture,"11/24/14",Corporate,1,"146.8139","","2014-24-11"
Office Supplies,"11/24/14",Consumer,1,"17.07376","","2014-24-11"
Office Supplies,"11/24/14",Corporate,1,"465.1902","","2014-24-11"
Technology,"11/24/14",Consumer,1,"515.24352","","2014-24-11"
Furniture,"11/25/14",Consumer,1,"824.84224","","2014-25-11"
Furniture,"11/25/14",Corporate,1,"1,065.25","","2014-25-11"
Office Supplies,"11/25/14",Consumer,1,"585.0236","","2014-25-11"
Office Supplies,"11/25/14",Corporate,1,"734.0788","","2014-25-11"
Office Supplies,"11/25/14",Home Office,1,"1,244.28","","2014-25-11"
Technology,"11/25/14",Consumer,1,"230.2874","","2014-25-11"
Technology,"11/25/14",Corporate,1,"150.48832","","2014-25-11"
Furniture,"11/26/14",Consumer,1,"2,072.96","","2014-26-11"
Furniture,"11/26/14",Corporate,1,"737.058","","2014-26-11"
Office Supplies,"11/26/14",Consumer,1,"161.61066","","2014-26-11"
Office Supplies,"11/26/14",Corporate,1,"32.0352","","2014-26-11"
Office Supplies,"11/26/14",Home Office,1,"466.6833","","2014-26-11"
Technology,"11/26/14",Consumer,1,"293.9608","","2014-26-11"
Technology,"11/26/14",Corporate,1,"35.1648","","2014-26-11"
Furniture,"11/27/14",Consumer,1,"243.288","","2014-27-11"
Furniture,"11/27/14",Home Office,1,"1,203.12","","2014-27-11"
Office Supplies,"11/27/14",Consumer,1,"35.58208","","2014-27-11"
Office Supplies,"11/27/14",Corporate,1,"236.5108","","2014-27-11"
Office Supplies,"11/27/14",Home Office,1,"153.59474","","2014-27-11"
Technology,"11/27/14",Consumer,1,"1,325.45","","2014-27-11"
Technology,"11/27/14",Home Office,1,"2,009.34","","2014-27-11"
Furniture,"11/28/14",Consumer,1,"18.4632","","2014-28-11"
Furniture,"11/28/14",Corporate,1,"50.6952","","2014-28-11"
Office Supplies,"11/28/14",Consumer,1,"278.56108","","2014-28-11"
Office Supplies,"11/28/14",Corporate,1,"900.77","","2014-28-11"
Technology,"11/28/14",Consumer,1,"60.4464","","2014-28-11"
Technology,"11/28/14",Corporate,1,"331.5823","","2014-28-11"
Furniture,"11/29/14",Home Office,1,"4,193.23","","2014-29-11"
Office Supplies,"11/29/14",Consumer,1,"166.5598","","2014-29-11"
Office Supplies,"11/29/14",Corporate,1,"83.958","","2014-29-11"
Office Supplies,"11/29/14",Home Office,1,"45.93888","","2014-29-11"
Technology,"11/29/14",Corporate,1,"1,801.70","","2014-29-11"
Furniture,"11/30/14",Consumer,1,"482.05024","","2014-30-11"
Furniture,"12/1/14",Consumer,1,"2,803.78","","2014-01-12"
Furniture,"12/1/14",Home Office,1,"1,256.04","","2014-01-12"
Office Supplies,"12/1/14",Consumer,1,"365.3188","","2014-01-12"
Office Supplies,"12/1/14",Home Office,1,"976.9122","","2014-01-12"
Technology,"12/1/14",Consumer,1,"360.93744","","2014-01-12"
Technology,"12/1/14",Corporate,1,"98.85528","","2014-01-12"
Technology,"12/1/14",Home Office,1,"562.41276","","2014-01-12"
Furniture,"12/2/14",Consumer,1,"983.9655","","2014-02-12"
Furniture,"12/2/14",Corporate,1,"64.3188","","2014-02-12"
Furniture,"12/2/14",Home Office,1,"1,365.71","","2014-02-12"
Office Supplies,"12/2/14",Consumer,1,"632.21586","","2014-02-12"
Office Supplies,"12/2/14",Corporate,1,"539.1516","","2014-02-12"
Office Supplies,"12/2/14",Home Office,1,"129.0848","","2014-02-12"
Technology,"12/2/14",Consumer,1,"1,435.75","","2014-02-12"
Technology,"12/2/14",Home Office,1,"63.58758","","2014-02-12"
Furniture,"12/3/14",Consumer,1,"703.60488","","2014-03-12"
Furniture,"12/3/14",Corporate,1,"3,070.30","","2014-03-12"
Office Supplies,"12/3/14",Consumer,1,"1,487.53","","2014-03-12"
Office Supplies,"12/3/14",Corporate,1,"1,102.86","","2014-03-12"
Office Supplies,"12/3/14",Home Office,1,"41.094","","2014-03-12"
Technology,"12/3/14",Consumer,1,"3,598.31","","2014-03-12"
Technology,"12/3/14",Corporate,1,"324.99004","","2014-03-12"
Furniture,"12/4/14",Consumer,1,"71.2776","","2014-04-12"
Furniture,"12/4/14",Home Office,1,"553.2776","","2014-04-12"
Office Supplies,"12/4/14",Consumer,1,"456.89064","","2014-04-12"
Technology,"12/4/14",Consumer,1,"389.5549","","2014-04-12"
Furniture,"12/5/14",Consumer,1,"513.0945","","2014-05-12"
Furniture,"12/5/14",Corporate,1,"539.14888","","2014-05-12"
Office Supplies,"12/5/14",Consumer,1,"145.56402","","2014-05-12"
Office Supplies,"12/5/14",Corporate,1,"41.7112","","2014-05-12"
Technology,"12/5/14",Consumer,1,"1,215.59","","2014-05-12"
Technology,"12/5/14",Corporate,1,"243.1696","","2014-05-12"
Furniture,"12/6/14",Consumer,1,"42.3796","","2014-06-12"
Furniture,"12/6/14",Corporate,1,"85.9896","","2014-06-12"
Furniture,"12/6/14",Home Office,1,"187.906","","2014-06-12"
Office Supplies,"12/6/14",Consumer,1,"277.94392","","2014-06-12"
Office Supplies,"12/6/14",Corporate,1,"231.959","","2014-06-12"
Office Supplies,"12/6/14",Home Office,1,"265.968","","2014-06-12"
Technology,"12/6/14",Consumer,1,"90.4449","","2014-06-12"
Technology,"12/6/14",Corporate,1,"184.527","","2014-06-12"
Technology,"12/6/14",Home Office,1,"29.30544","","2014-06-12"
Office Supplies,"12/7/14",Corporate,1,"11.0004","","2014-07-12"
Furniture,"12/8/14",Consumer,1,"79.9086","","2014-08-12"
Office Supplies,"12/8/14",Consumer,1,"336.672","","2014-08-12"
Office Supplies,"12/8/14",Corporate,1,"1,737.28","","2014-08-12"
Office Supplies,"12/8/14",Home Office,1,"46.5372","","2014-08-12"
Technology,"12/8/14",Consumer,1,"582.078","","2014-08-12"
Furniture,"12/9/14",Consumer,1,"3,570.36","","2014-09-12"
Office Supplies,"12/9/14",Consumer,1,"1,485.18","","2014-09-12"
Office Supplies,"12/9/14",Corporate,1,"275.49632","","2014-09-12"
Office Supplies,"12/9/14",Home Office,1,"586.8126","","2014-09-12"
Technology,"12/9/14",Consumer,1,"1,510.66","","2014-09-12"
Furniture,"12/10/14",Corporate,1,"882.648","","2014-10-12"
Furniture,"12/10/14",Home Office,1,"919.2348","","2014-10-12"
Office Supplies,"12/10/14",Consumer,1,"684.84744","","2014-10-12"
Office Supplies,"12/10/14",Corporate,1,"582.16095","","2014-10-12"
Office Supplies,"12/10/14",Home Office,1,"208.1664","","2014-10-12"
Technology,"12/10/14",Consumer,1,"1,823.59","","2014-10-12"
Furniture,"12/11/14",Consumer,1,"1,920.50","","2014-11-12"
Furniture,"12/11/14",Corporate,1,"15.3504","","2014-11-12"
Office Supplies,"12/11/14",Consumer,1,"506.03359","","2014-11-12"
Office Supplies,"12/11/14",Corporate,1,"445.78976","","2014-11-12"
Office Supplies,"12/11/14",Home Office,1,"78.7332","","2014-11-12"
Technology,"12/11/14",Consumer,1,"97.9356","","2014-11-12"
Technology,"12/11/14",Corporate,1,"48.5892","","2014-11-12"
Technology,"12/11/14",Home Office,1,"549.4884","","2014-11-12"
Furniture,"12/12/14",Consumer,1,"608.9204","","2014-12-12"
Furniture,"12/12/14",Corporate,1,"857.45831","","2014-12-12"
Office Supplies,"12/12/14",Consumer,1,"736.9007","","2014-12-12"
Office Supplies,"12/12/14",Corporate,1,"21.73392","","2014-12-12"
Office Supplies,"12/12/14",Home Office,1,"12.1728","","2014-12-12"
Technology,"12/12/14",Consumer,1,"147.5424","","2014-12-12"
Technology,"12/12/14",Corporate,1,"341.0411","","2014-12-12"
Furniture,"12/14/14",Consumer,1,"188.9776","","2014-14-12"
Furniture,"12/14/14",Corporate,1,"276.45696","","2014-14-12"
Office Supplies,"12/14/14",Consumer,1,"94.6776","","2014-14-12"
Furniture,"12/15/14",Consumer,1,"1,362.55","","2014-15-12"
Furniture,"12/15/14",Home Office,1,"543.76672","","2014-15-12"
Office Supplies,"12/15/14",Consumer,1,"94.27968","","2014-15-12"
Office Supplies,"12/15/14",Home Office,1,"198.44","","2014-15-12"
Technology,"12/15/14",Consumer,1,"38.08608","","2014-15-12"
Technology,"12/15/14",Corporate,1,"194.3225","","2014-15-12"
Technology,"12/15/14",Home Office,1,"1,584.28","","2014-15-12"
Furniture,"12/16/14",Home Office,1,"20.7207","","2014-16-12"
Office Supplies,"12/16/14",Consumer,1,"81.0075","","2014-16-12"
Office Supplies,"12/16/14",Corporate,1,"9.58048","","2014-16-12"
Technology,"12/16/14",Consumer,1,"198.74376","","2014-16-12"
Furniture,"12/17/14",Corporate,1,"217.4832","","2014-17-12"
Office Supplies,"12/17/14",Consumer,1,"11.232","","2014-17-12"
Office Supplies,"12/17/14",Corporate,1,"99.4213","","2014-17-12"
Office Supplies,"12/17/14",Home Office,1,"220.03052","","2014-17-12"
Technology,"12/17/14",Corporate,1,"302.511","","2014-17-12"
Furniture,"12/18/14",Consumer,1,"591.5044","","2014-18-12"
Office Supplies,"12/18/14",Consumer,1,"706.0695","","2014-18-12"
Office Supplies,"12/18/14",Corporate,1,"543.6958","","2014-18-12"
Office Supplies,"12/18/14",Home Office,1,"34.37248","","2014-18-12"
Furniture,"12/19/14",Consumer,1,"1,216.69","","2014-19-12"
Furniture,"12/19/14",Corporate,1,"92.9535","","2014-19-12"
Office Supplies,"12/19/14",Consumer,1,"2,258.76","","2014-19-12"
Office Supplies,"12/19/14",Corporate,1,"17.20768","","2014-19-12"
Office Supplies,"12/19/14",Home Office,1,"5.2992","","2014-19-12"
Technology,"12/19/14",Consumer,1,"130.7782","","2014-19-12"
Technology,"12/19/14",Corporate,1,"29.0466","","2014-19-12"
Furniture,"12/20/14",Consumer,1,"123.45446","","2014-20-12"
Office Supplies,"12/20/14",Consumer,1,"1,940.80","","2014-20-12"
Office Supplies,"12/21/14",Corporate,1,"339.9624","","2014-21-12"
Furniture,"12/22/14",Home Office,1,"14.1688","","2014-22-12"
Office Supplies,"12/22/14",Consumer,1,"802.9112","","2014-22-12"
Office Supplies,"12/22/14",Corporate,1,"1,070.02","","2014-22-12"
Technology,"12/22/14",Consumer,1,"370.6185","","2014-22-12"
Furniture,"12/23/14",Consumer,1,"3,239.46","","2014-23-12"
Furniture,"12/23/14",Corporate,1,"238.6584","","2014-23-12"
Furniture,"12/23/14",Home Office,1,"143.3796","","2014-23-12"
Office Supplies,"12/23/14",Consumer,1,"1,019.94","","2014-23-12"
Office Supplies,"12/23/14",Corporate,1,"679.59","","2014-23-12"
Technology,"12/23/14",Consumer,1,"1,551.65","","2014-23-12"
Technology,"12/23/14",Corporate,1,"65.0288","","2014-23-12"
Furniture,"12/24/14",Consumer,1,"72.704","","2014-24-12"
Furniture,"12/24/14",Corporate,1,"167.394","","2014-24-12"
Furniture,"12/24/14",Home Office,1,"29.1076","","2014-24-12"
Office Supplies,"12/24/14",Consumer,1,"271.872","","2014-24-12"
Office Supplies,"12/24/14",Corporate,1,"796.75528","","2014-24-12"
Technology,"12/24/14",Corporate,1,"425.6742","","2014-24-12"
Furniture,"12/25/14",Consumer,1,"529.8762","","2014-25-12"
Furniture,"12/25/14",Corporate,1,"38.6886","","2014-25-12"
Furniture,"12/25/14",Home Office,1,"748.8096","","2014-25-12"
Office Supplies,"12/25/14",Consumer,1,"1,202.50","","2014-25-12"
Office Supplies,"12/25/14",Corporate,1,"56.23512","","2014-25-12"
Office Supplies,"12/25/14",Home Office,1,"82.3368","","2014-25-12"
Technology,"12/25/14",Consumer,1,"499.1688","","2014-25-12"
Technology,"12/25/14",Home Office,1,"3,052.75","","2014-25-12"
Furniture,"12/26/14",Consumer,1,"790.494","","2014-26-12"
Furniture,"12/26/14",Corporate,1,"35.666","","2014-26-12"
Office Supplies,"12/26/14",Consumer,1,"339.2807","","2014-26-12"
Office Supplies,"12/26/14",Corporate,1,"376.66464","","2014-26-12"
Office Supplies,"12/26/14",Home Office,1,"619.48","","2014-26-12"
Technology,"12/26/14",Consumer,1,"316.94256","","2014-26-12"
Technology,"12/26/14",Home Office,1,"92.2896","","2014-26-12"
Office Supplies,"12/27/14",Consumer,1,"41.17","","2014-27-12"
Office Supplies,"12/27/14",Corporate,1,"789.71336","","2014-27-12"
Office Supplies,"12/27/14",Home Office,1,"2.72484","","2014-27-12"
